url,text
https://git-scm.com/docs/git-version,git-version[1]
https://git-scm.com/docs/git-help,git-help[1]
https://git-scm.com/docs/git-config,git-config[1]
https://git-scm.com/docs/gitnamespaces,gitnamespaces[7]
https://git-scm.com/docs/git-replace,git-replace[1]
https://git-scm.com/docs/gitattributes,gitattributes[5]
